title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
The Indian in the Cupboard,MOVIE,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,1995,96,"['family', 'fantasy', 'action', 'drama']",6.0,37.898,Paramount
2 Days in the Valley,MOVIE,"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.",1996,104,"['thriller', 'comedy', 'crime']",6.5,10.553,Paramount
Comedy Central Presents,SHOW,These half-hour specials showcased some of the best up-and-coming comedians of the moment. The show was a pivotal stepping stone for many of today's stand-up stars.,1998,24,"['documentation', 'comedy']",8.0,22.715,Paramount
The Angry Beavers,SHOW,"The Angry Beavers is an American animated television series created by Mitch Schauer for the Nickelodeon channel. The series revolves around Daggett and Norbert Beaver, two young beaver brothers who have left their home to become bachelors in the forest near the fictional Wayouttatown, Oregon. The show premiered in the United States on April 19, 1997. The show started airing on the Nickelodeon Canada channel when it launched on November 2, 2009. The series aired on The '90s Are All That block on TeenNick in the US on October 7, 2011 as part of the block's U Pick with Stick line-up. The series was also up for a U Pick with Stick showdown on The '90s Are All That for the weekend of February 3, 2012, but lost to Rocko's Modern Life and did not air. The series was added to the Sunday line-up on The '90s Are All That on TeenNick, and aired from February 10, 2013, to March 3, 2013. The series returned to The '90s Are All That on TeenNick on March 25, 2013, but has since left the line-up again. The series is also currently being released on DVD.",1997,17,"['animation', 'comedy', 'family']",7.2,17.926,Paramount
Thinner,MOVIE,"A fat lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",1996,92,"['thriller', 'horror', 'fantasy']",5.7,13.561,Paramount
Naked Gun 33⅓: The Final Insult,MOVIE,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",1994,82,"['crime', 'comedy']",6.5,20.569,Paramount
All That,SHOW,"The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.",1994,22,"['comedy', 'family', 'music']",7.5,10.091,Paramount
Forces of Nature,MOVIE,"Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.",1999,105,"['romance', 'comedy']",5.4,9.864,Paramount
Candyman: Farewell to the Flesh,MOVIE,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",1995,93,"['horror', 'thriller']",5.2,9.651,Paramount
Clarissa Explains It All,SHOW,"Clarissa Darling is a teen girl dealing with typical pre-adolescent concerns such as school, boys, pimples, wearing her first training bra and an annoying little brother Ferguson.",1991,28,"['comedy', 'family']",7.1,17.95,Paramount
CatDog,SHOW,"CatDog is an American animated television series created for Nickelodeon by Peter Hannan. The series depicts the life of conjoined brothers, with one half being a cat and the other a dog. Nickelodeon produced the series from Burbank, California. The first episode aired on April 4, 1998, before the show officially premiered in October. The episode ""Fetch"" was also shown in theaters with The Rugrats Movie.

Toward the end of the series run, a made-for-TV film was released, titled CatDog: The Great Parent Mystery. Reruns were played on Nicktoons until 2011 and later aired on TeenNick as part of The '90s Are All That block. The series is produced by Nickelodeon Animation Studio and Peter Hannan Productions and has been released on DVD.",1998,19,"['comedy', 'animation', 'family']",6.5,29.391,Paramount
The General's Daughter,MOVIE,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",1999,116,"['drama', 'crime', 'thriller']",6.4,11.976,Paramount
Blue Chips,MOVIE,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",1994,108,"['drama', 'sport']",6.2,6.303,Paramount
Regarding Henry,MOVIE,"Respected lawyer, Henry Turner survives a convenience-store shooting only to find he has lost his memory, and has serious speech and mobility issues. After also losing his job—where he no longer 'fits in'—his loving wife and daughter give him all their love and support.",1991,108,"['romance', 'drama']",6.7,9.163,Paramount
Where on Earth is Carmen Sandiego?,SHOW,"Where on Earth is Carmen Sandiego? is an American animated television series based on the series of computer games. The show was produced by DIC Entertainment/Program Exchange and originally aired Saturday mornings on FOX. Its episodes have subsequently been repeated on the Fox Family, PAX and the short-lived girlzChannel. Reruns of the series currently air on The Worship Network, KidMango, The Hub, and, since June 8, 2012, on Qubo. The series won an Emmy Award for ""Outstanding Animated Children's Program"" in 1995.",1994,20,"['thriller', 'animation', 'crime', 'family', 'action', 'comedy']",7.2,7.415,Paramount
The Amanda Show,SHOW,"The Amanda Show is an American live action sketch comedy and variety show that aired on Nickelodeon from October 16, 1999 to September 21, 2002. It starred Amanda Bynes, Drake Bell, and Nancy Sullivan, along with several performing artists who came and left at different points, such as John Kassir, Raquel Lee, and Josh Peck. The show was a spin-off from All That, in which Bynes had co-starred for several years. The show was unexpectedly cancelled at the end of 2002, according to creator Dan Schneider's blog. Writers for the show included John Hoberg, Steven Molaro, Andrew Hill Newman, and Dan Schneider.

Two years after the end of The Amanda Show, Dan Schneider created a new series, called Drake & Josh, featuring Drake Bell, Josh Peck and Nancy Sullivan.",1999,23,"['comedy', 'family']",6.7,7.265,Paramount
As Told by Ginger,SHOW,"As Told by Ginger focuses on middle schooler Ginger Foutley who, with her friends, tries to become more than a social geek.",2000,27,"['comedy', 'family', 'animation', 'drama', 'music', 'crime']",6.9,14.17,Paramount
Vampire in Brooklyn,MOVIE,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",1995,100,"['comedy', 'fantasy', 'horror', 'romance']",4.6,13.053,Paramount
Moesha,SHOW,"Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.",1996,21,"['drama', 'comedy', 'family']",5.7,7.483,Paramount
54,MOVIE,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",1998,106,"['drama', 'music']",5.8,9.598,Paramount
The Thing Called Love,MOVIE,"Miranda Presley moves from New York to Nashville to become a songwriter. At an unsuccessful audition she meets James Wright, a promising newcomer. After only a few days they marry but start to quickly regret it.",1993,116,"['drama', 'comedy', 'music', 'romance']",6.3,7.684,Paramount
"Sister, Sister",SHOW,"Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.",1994,22,"['comedy', 'drama', 'family']",6.2,12.029,Paramount
Dracula 2000,MOVIE,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",2000,99,"['thriller', 'horror', 'action', 'fantasy']",4.9,24.014,Paramount
Kenan & Kel,SHOW,"Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.",1996,25,"['comedy', 'family']",7.8,34.333,Paramount
Star Trek: Insurrection,MOVIE,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",1998,103,"['scifi', 'thriller', 'action']",6.4,15.06,Paramount
Flight of the Intruder,MOVIE,"U.S. Navy pilot Lt. Jake Grafton and his bombardier buddy, Lt. Cmdr. Virgil Cole, are two soldiers embedded in the Vietnam War growing frustrated by the military's constraints on their missions. Despite the best efforts of their commanding officer, Cmdr. Frank Camparelli, to re-engage them, this disillusioned pair decide to take the war effort into their own hands with an explosive battle plan that could well get them court-martialed.",1991,115,"['action', 'drama', 'thriller', 'war']",5.7,7.256,Paramount
Super Mario World,SHOW,"Mario, Luigi, Yoshi and Princess Toadstool are on Dinosaur Island foiling the plans of King Koopa and his Koopa kids.",1991,24,['comedy'],,17.68,Paramount
Archie's Weird Mysteries,SHOW,"Archie's Weird Mysteries is an American animated children's television program, based on the Archie comics. The series premise revolves around a Riverdale High physics lab gone awry, making the town of Riverdale a ""magnet"" for B-movie style monsters. The show is distributed as meeting the FCC's educational and informational children's programming requirements, and is used by commercial stations in the United States to meet this guideline. Produced by DIC Entertainment, the show was initially shown mornings on the PAX network, often with infomercials bookending the program. The following season, its repeats were syndicated to television stations throughout the US, as a way to comply with mandatory E/I regulations.",1999,24,"['animation', 'scifi', 'comedy', 'family', 'fantasy', 'horror']",7.3,4.101,Paramount
The Crow: City of Angels,MOVIE,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",1996,94,"['thriller', 'fantasy', 'action', 'crime', 'horror']",4.6,11.317,Paramount
Marvin's Room,MOVIE,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,1996,94,['drama'],6.7,12.19,Paramount
Sonic: Christmas Blast,MOVIE,Sonic the Hedgehog must stop the evil Dr. Robotnik from ruining Christmas after Santa Claus disappears,1996,20,"['action', 'animation', 'comedy', 'family']",5.3,49.848,Paramount
KaBlam!,SHOW,"KaBlam! is a sketch comedy television series that ran from 1996 to 2000. It features a collection of short films in several different styles of animation, bridged by the characters of Henry and June, who introduce the shorts, and have adventures of their own. The show ended its three-year run nine months short of four years on January 22, 2000.",1996,24,"['animation', 'comedy', 'family']",7.8,6.929,Paramount
Bounce,MOVIE,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,2000,106,"['romance', 'drama']",5.8,6.938,Paramount
Switchback,MOVIE,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,1997,118,"['thriller', 'crime', 'european']",6.4,9.304,Paramount
Face of Evil,MOVIE,"Using her girl-next-door looks to her advantage, Darcy Palmer is a calculating thief and murderer. After killing a young college student and taking her identity, Darcy enrolls in the victim's New England school in her place. At the university, Darcy gets to know her new roommate, Jeanelle, and her handsome father, Russell Polk, who soon play into her next scheme. When Darcy has to alter her plans, both Russell and Jeanelle become quite expendable.",1996,87,"['thriller', 'drama']",5.9,0.849,Paramount
Turbulence,MOVIE,"On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew.",1997,100,"['thriller', 'action']",4.9,12.115,Paramount
Escape Clause,MOVIE,"A man finds out  that his wife has paid $10,000 to have him killed.  Then both the would-be killer and the wife turn up dead ...",1996,99,"['thriller', 'drama']",5.6,1.745,Paramount
The Love Letter,MOVIE,A romantic comedy about a mysterious love letter that turns a sleepy New England town upside down.,1999,83,"['romance', 'comedy', 'drama', 'european']",5.5,6.139,Paramount
Gullah Gullah Island,SHOW,Gullah Gullah Island is an American children's television series starring Ron Daise and Natalie Daise. It was the first show designed for preschoolers to feature a black family.,1994,22,['family'],7.4,0.6,Paramount
Sioux City,MOVIE,"A young Lakota Sioux, adopted by a wealthy Jewish couple in Beverly Hills, gets in touch with his cultural roots and solves a mystery in this thriller",1994,102,"['thriller', 'drama']",5.6,2.268,Paramount
The Adventures of Paddington Bear,SHOW,"The Adventures of Paddington Bear was a Canadian/French animated children's television series. It was based on the book Paddington Bear by Michael Bond and written by Bruce Robb. It was produced by Cinar and Protecrea and ran for 117 episodes.

The show aired in the United States on the Cookie Jar Toons block on This TV from November 2008 - August 2009. However, all CINAR references in these broadcasts have been replaced by Cookie Jar references. It was also shown on HBO.",1997,20,"['animation', 'family', 'european']",7.0,3.903,Paramount
Allegra's Window,SHOW,"Allegra's Window is a children's television series that aired on Nick Jr. from October 24, 1994 to May 1, 1996, with reruns airing from May 2, 1996 to June 1998 and later airing on Noggin from February 2, 1999 to April 2003. The show deals with the daily life of a precocious, imaginative puppet named Allegra, and featured live actors, puppets and animation ala Sesame Street. The show was created by Jan Fleming, John Hoffman and Jim Jinkins.

The series also spawned a series of music videos aired during interstitials that aired on Nick Jr.",1994,23,['family'],6.7,1.05,Paramount
Dogs with Extraordinary Jobs,SHOW,"Heart warming stories of dogs around the world doing what they were bred to do, and touching lives in the process. The jobs include everything from acting, herding sheep, providing mental and physical therapy, working with fire and police departments, the list goes on. It's a nice, simple show with a simple premise but it's heartwarming and family-friendly.",2000,24,['documentation'],8.0,0.6,Paramount
Bedrooms and Hallways,MOVIE,"At the suggestion of a straight friend, gay man Leo joins a men’s group, where he causes some upsets by declaring his attraction to one of its members.",1998,96,"['romance', 'comedy', 'drama']",6.7,4.789,Paramount
Forever Mine,MOVIE,"A hotel cabana boy falls for the wife of a powerful politico. But when she confesses to the affair, her husband determines to end it forever.",1999,113,"['thriller', 'romance', 'crime', 'drama']",5.2,5.059,Paramount
Unzipped,MOVIE,"Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection.",1995,73,['documentation'],6.4,2.314,Paramount
Madeline: Lost in Paris,MOVIE,"Madeline is the smallest of twelve girls in a boarding school, in an old house in Paris. When long lost Uncle Horst pays a surprise visit to Madeline, promising to move her to a new home in Vienna, her longing for a family seems to be fulfilled. Madeline becomes suspicious when her new Uncle loses his refined accent and takes an unexplained detour. Knowing she's in trouble, Madeline leaves a trail. It then turns out that Uncle Horst is actually Henri, a miserable lackey who works for an even more miserable woman, Madame LaCroque, who runs a dingy factory. Ultimately, Madeline helps the orphans who work there by notifying the outside world of their plight.",1999,90,"['animation', 'comedy', 'drama', 'family']",6.0,5.429,Paramount
Nickelodeon Arcade,SHOW,"Kids answer questions, solve video puzzles and compete on traditional video games for the chance to be transported (through TV magic) into an interactive video playground.",1992,26,['family'],7.4,1.573,Paramount
Evidence of Blood,MOVIE,"When a brilliant crime writer investigates a 40-year-old murder, he confronts a small town's worst fears.",1998,109,"['drama', 'thriller']",6.7,2.472,Paramount
Kids Say the Darndest Things,SHOW,"Kids Say the Darndest Things is an American comedy series hosted by Bill Cosby that aired on CBS as a special on February 6, 1995, then as a full season from January 9, 1998 to June 23, 2000. It was based on a popular feature of Art Linkletter's radio show House Party and television series, Art Linkletter's House Party, which together aired mostly five days a week from 1945 to 1969.",1998,30,"['reality', 'comedy', 'family']",5.4,0.723,Paramount
Rain Without Thunder,MOVIE,"This evocative faux documentary imagines a dystopian near future in which the government monitors every woman's sexual activity. At its center is Allison Golding (Ali Thomas), serving a life sentence for having an abortion. As politicians, journalists and other key figures discuss Allison's case, they reveal how American society reached this totalitarian state.",1993,85,"['drama', 'scifi']",5.0,0.727,Paramount
Convict Cowboy,MOVIE,Rodeo-cum-prison movie about an ageing rodeo star bonding with a young rookie while they both serve time.,1995,98,"['drama', 'western', 'action']",5.6,3.063,Paramount
The Escape,MOVIE,"Clayton, at the age of nineteen, is convicted for a crime he did not commit. Ten years afterwards, after having taken all the abuses against him in prison, he decides to escape, without caring about the consequences.",1998,91,"['thriller', 'action']",4.5,2.066,Paramount
Till the End of the Night,MOVIE,No overview found.,1994,90,"['thriller', 'drama']",3.8,1.965,Paramount
The Shooter,MOVIE,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this hero is caught and brutally beaten and left to die, only to be saved by a prostitute that has also suffered under the hand of this group of desperados. The only one possible to stand up to the shooter is another solitary man who joins with the notorious family although he is deputized as the town's sherif.",1997,91,['western'],5.0,3.262,Paramount
Have You Seen My Son,MOVIE,A woman fears for her son's health when her ex-husband kidnaps him.,1996,120,['drama'],5.3,1.221,Paramount
The Inspectors,MOVIE,"U.S Postal Inspectors are called in when a suburban couple are killed by a mail bomb. Suspicion immediately falls on the couple's estranged and heavily in debt son, who also just happens to be a Navy munitions expert. But investigations reveal that he is on the run from a past event in his life that is associated with the bombings.",1998,105,['crime'],5.9,1.48,Paramount
Fatal Memories,MOVIE,Fact based story about a woman who after 20 years starts having memories of her own molestation by her father and the murder of one of her childhood playmates by him.,1992,92,['drama'],5.5,1.503,Paramount
Steel Sharks,MOVIE,"In this undersea thriller, a United States submarine is seized by terrorists. But a rescue attempt by an elite group of Navy Seals goes wrong when they are captured. Now they must wage a silent war beneath the waves.",1996,94,"['thriller', 'action']",4.1,3.323,Paramount
Hard Promises,MOVIE,"A man who doesn't like stable work environments has been away for too many years, and finds out his wife has divorced him and is planning to remarry. He comes home to confront her, trying to convince her not to get married, aided by the daughter, who loves him despite his wandering ways. The couple finds out they still have feelings for each other but must decide how best to handle the contradiction of their lifestyles.",1992,95,"['comedy', 'romance', 'drama', 'family']",5.5,2.242,Paramount
Terror in the Family,MOVIE,"Fifteen-year-old Deena Marten wants the same freedom every teenager craves. But when she can't have her way, her rebellious temperament erupts in violence. Her parents, Cynthia and Todd, fear her new boyfriend, Garret, 17, is the cause. Distraught, Stephanie turns to alcohol, and Todd escapes in his work. They're unaware their Boy Scout son Adam, 13, sips from a vodka bottle hidden in his bedroom. And the problems in this dysfunctional family continue to worsen.",1996,86,"['drama', 'romance']",5.6,1.72,Paramount
Absolute Strangers,MOVIE,"A husband tries to keep his comatose wife alive by allowing doctors to terminate her pregnancy. Hearing about this, anti-abortion protesters start a legal campaign to gain legal custody of the fetus.",1991,96,['drama'],5.8,1.381,Paramount
Every Breath,MOVIE,An unemployed actor gets involved with a strange woman who hangs out in lesbian nightclubs and her rich arms dealer husband.,1994,88,['thriller'],3.9,0.905,Paramount
The Fixer,MOVIE,"Jack Killoran is a lawyer who can 'fix' any situation for his wealthy clients, usually by bribing or blackmailing corrupt officials. Killoran runs afoul of some of his clients when he has a crisis of conscience after miraculously surviving a riding accident.",1998,105,['drama'],5.5,1.495,Paramount
Inspector Gadget Saves Christmas,MOVIE,That bionic bonehead is off to the North Pole to stop Dr. Claw from taking over Santa's elves and workshop. Accompanied as usual by Penny and Brain who foil Claw's operations once again.,1992,22,"['comedy', 'scifi', 'animation', 'family']",5.6,3.091,Paramount
Hangfire,MOVIE,"When a large group of escaped convicts take Ike Slayton, a Vietnam veteran's wife hostage, Slayton enlists the help of his old army friend in a furious search to find her, while a hard-nosed National Guardsman leads a platoon of solders determined to kill or capture all the convicts, even if it means killing all the hostages in the crossfire.",1991,91,"['thriller', 'action']",4.0,1.202,Paramount
Men Who Brought the Dawn,MOVIE,"The crew men of the Enola Gay and the Bockscar speak about Hiroshima and Nagasaki, and how the heaviness of their task Impacted their lives, changing the forever.",1995,46,"['documentation', 'war']",8.2,,Paramount
Intimate Betrayal,MOVIE,"When her brother is murdered, a young reporter sets out to find his killer. She is comforted by his boss, a wealthy computer magnate, until her investigation slowly points to him.",1999,90,"['romance', 'thriller', 'drama']",6.0,0.6,Paramount
Where Truth Lies,MOVIE,"Driven to drink by his wife's death, a tormented doctor is committed to an experimental rehab.",1996,97,"['thriller', 'drama']",4.0,1.987,Paramount
Assignment Berlin,MOVIE,"Tracy Garret's a cop and after an incident that left one person dead, she's invited by her father to spend sometime with him in Berlin. While they were out having dinner, her father's shot. She is then informed by the German inspector assigned to her father's case that her father's a CIA operative. She then decides to investigate the case...",1998,90,"['thriller', 'drama']",4.0,2.58,Paramount
Mission of the Shark: The Saga of the U.S.S. Indianapolis,MOVIE,"True story of the sinking of the U.S.S. Indianapolis, its crew's struggle to survive the sharks and exposure, and the captain's scape-goat court-martial.",1991,100,"['action', 'drama', 'history', 'war']",6.2,2.581,Paramount
The New Adventures Of Madeline,SHOW,,1993,24,[],,0.997,Paramount
Those Secrets,MOVIE,A wife and mother drifts back to her life as a call girl.,1992,105,['drama'],5.3,0.6,Paramount
Inspector Gadget's Field Trip,SHOW,"Inspector Gadget's Field Trip is a spin-off incarnation of Inspector Gadget, produced by DIC Entertainment, and aired on The History Channel from 1996 to 1998, with over 26 episodes with live-action sequences produced. Don Adams returned as the voice of Inspector Gadget. It currently airs in reruns in syndication. The series was an educational travelogue program for children, in which the animated Gadget would show viewers the many different sites in famous cities around the world via live-action-clips. The theme song is slightly similar to the one in the Gadget Boy series. In fact, Gadget Boy sometimes makes an appearance in the show.",1996,22,"['animation', 'family', 'comedy']",8.0,0.734,Paramount
RuPaul's Drag Race,SHOW,"Join RuPaul, the world's most famous drag queen, as the host, mentor and judge for the ultimate in drag queen competitions. The top drag queens in the U.S. will vie for drag stardom as RuPaul, in full glamazon drag, will reign supreme in all judging and eliminations while helping guide the contestants as they prepare for each challenge.",2009,51,['reality'],8.5,57.597,Paramount
Mean Girls,MOVIE,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,97,['comedy'],7.1,54.232,Paramount
Criminal Minds,SHOW,"An elite team of FBI profilers analyze the country's most twisted criminal minds, anticipating their next moves before they strike again. The Behavioral Analysis Unit's most experienced agent is David Rossi, a founding member of the BAU who returns to help the team solve new cases.",2005,44,"['thriller', 'crime', 'drama']",8.1,401.416,Paramount
NCIS,SHOW,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2003,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",7.8,254.207,Paramount
The Amazing Race,SHOW,"This reality competition sees teams embark on a trek around the world to amazing destinations where they must compete in a series of challenges, some mental and some physical. Only when the tasks are completed will they learn of their next location. Teams who are the farthest behind will gradually be eliminated as the contest progresses, with the first team to arrive at the final destination winning the race and the $1 million prize.",2001,48,"['reality', 'family', 'action']",7.8,34.856,Paramount
Blue Bloods,SHOW,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2010,42,"['drama', 'thriller', 'crime']",7.7,114.862,Paramount
Tropic Thunder,MOVIE,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",2008,107,"['comedy', 'action', 'war']",7.0,46.233,Paramount
Star Trek,MOVIE,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",2009,127,"['action', 'scifi']",7.9,61.894,Paramount
War of the Worlds,MOVIE,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",2005,117,"['thriller', 'action', 'scifi']",6.5,38.657,Paramount
Anchorman: The Legend of Ron Burgundy,MOVIE,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",2004,95,['comedy'],7.1,16.94,Paramount
Avatar: The Last Airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",9.3,61.284,Paramount
NCIS: Los Angeles,SHOW,"The exploits of the Los Angeles–based Office of Special Projects (OSP), an elite division of the Naval Criminal Investigative Service that specializes in undercover assignments.",2009,45,"['action', 'drama', 'crime']",6.7,145.076,Paramount
Catch Me If You Can,MOVIE,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",2002,141,"['drama', 'crime']",8.1,40.724,Paramount
Reno 911!,SHOW,"This partially unscripted comedy brings viewers into the squad car as incompetent officers swing into action, answering 911 calls about everything from speeding violations and prostitution to staking out a drug den. Within each episode, viewers catch a ""fly on the wall"" glimpse of the cops' often politically incorrect opinions, ranging from their personal feelings to professional critiques of their colleagues.",2003,20,"['comedy', 'crime']",7.9,20.766,Paramount
(500) Days of Summer,MOVIE,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",2009,95,"['drama', 'romance', 'comedy']",7.7,56.46,Paramount
The Fairly OddParents,SHOW,"The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.",2001,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']",7.2,151.92,Paramount
Peppa Pig,SHOW,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",2004,7,"['animation', 'comedy', 'family']",6.3,96.961,Paramount
Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,88,"['action', 'comedy', 'documentation']",6.6,30.13,Paramount
Star Trek: Enterprise,SHOW,"During the mid-22nd century, a century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",2001,44,"['action', 'scifi', 'drama']",7.5,46.898,Paramount
The Good Wife,SHOW,Alicia Florrick boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,2009,44,"['drama', 'crime']",8.4,41.566,Paramount
Road to Perdition,MOVIE,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002,117,"['thriller', 'documentation', 'crime', 'drama']",7.7,17.73,Paramount
