title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
I May Destroy You,SHOW,"Set in London, where gratification is only an app away, the story centers on Arabella,  a carefree, self-assured Londoner with a group of great friends, a boyfriend in Italy, and a burgeoning writing career. But when her drink is spiked, she must question and rebuild every element of her life.",2020,31,['drama'],8.1,17.136,HBO Max
Leaving Neverland,SHOW,"Explores the experiences of James Safechuck and Wade Robson, who were both befriended and sexually abused by singer Michael Jackson, and the complicated feelings that led them both to confront their experiences.",2019,56,['documentation'],,15.612,HBO Max
Let Him Go,MOVIE,"A retired sheriff and his wife, grieving over the death of their son, set out to find their only grandson.",2020,113,"['thriller', 'crime', 'drama', 'western']",6.7,14.873,HBO Max
Roald Dahl's The Witches,MOVIE,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",2020,106,"['fantasy', 'horror', 'comedy', 'family']",5.3,122.159,HBO Max
The Heist of the Century,MOVIE,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina. How they robbed the Rio bank is as surprising as what happened afterwards. This is their story.",2020,114,"['crime', 'thriller', 'drama', 'action', 'comedy']",7.1,35.376,HBO Max
Superintelligence,MOVIE,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.",2020,106,"['romance', 'scifi', 'action', 'drama', 'comedy']",5.4,8.84,HBO Max
Frayed,SHOW,"A wealthy London housewife is forced to return to her hometown in Australia, where she's forced to confront her past and the reasons that caused her to leave years ago.",2019,45,"['drama', 'comedy']",7.5,5.383,HBO Max
I'll Be Gone in the Dark,SHOW,Gripping examination of the unsolved crimes of the Golden State Killer who terrorized California in the 1970's and 1980's.,2020,58,"['documentation', 'crime']",7.4,7.18,HBO Max
White House Farm,SHOW,"Factual drama based on the notorious White House Farm murders, and the ensuing police investigation and court case.",2020,47,"['drama', 'crime', 'thriller']",7.4,6.794,HBO Max
Annabelle Comes Home,MOVIE,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",2019,106,"['horror', 'thriller', 'romance']",5.9,70.492,HBO Max
The Curse of La Llorona,MOVIE,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,2019,89,"['horror', 'thriller', 'comedy']",5.2,59.955,HBO Max
Jett,SHOW,"Fresh out of prison, world-class thief Daisy ”Jett” Kowalski  is forced back into doing what she does best by dangerous and eccentric criminals determined to exploit her skills for their own ends.",2019,61,"['crime', 'drama', 'thriller', 'action']",7.3,18.055,HBO Max
Kajillionaire,MOVIE,A woman's life is turned upside down when her criminal parents invite an outsider to join them on a major heist they're planning.,2020,104,"['comedy', 'crime', 'drama']",6.4,14.627,HBO Max
Blinded by the Light,MOVIE,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",2019,114,"['drama', 'comedy', 'music']",6.9,12.108,HBO Max
David Byrne's American Utopia,MOVIE,"A filmed version of David Byrne's Broadway show, a unifying musical celebration that inspires audiences to connect to each other and to the global community.",2020,105,"['documentation', 'music']",8.2,7.643,HBO Max
Bad Education,MOVIE,"A superintendent of a school district works for the betterment of the student’s education when an embezzlement scheme is discovered, threatening to destroy everything.",2019,108,"['crime', 'comedy', 'drama']",7.1,13.261,HBO Max
Mrs. Fletcher,SHOW,"A dual coming-of-age comedy exploring the impact of internet porn and social media, Mrs. Fletcher follows empty nest divorcée Eve Fletcher — as she reinvents her life to find the happiness and sexual fulfillment that’s eluded her, and her college freshman son Brendan.",2019,34,"['comedy', 'drama']",7.1,14.238,HBO Max
Murder on Middle Beach,SHOW,"A four-part documentary series revolving around the case of single mother Barbara Hamburg, who was brutally murdered in 2010 near her home in the upper-middle class enclave of Madison, Connecticut. The series presents first-time filmmaker Madison Hamburg’s complicated journey as a young man determined to solve an unspeakable crime and absolve the people he loves, while looking for answers within his fractured family and community.",2020,66,"['crime', 'documentation']",7.5,3.301,HBO Max
Steven Universe Future,SHOW,"The series focuses on the aftermath of the events of Steven Universe, where humans and Gems coexist in harmony after the end of the war between the Crystal Gems and Homeworld.",2019,10,"['animation', 'drama', 'family', 'fantasy', 'scifi', 'action', 'comedy']",7.6,62.111,HBO Max
Please Hold,MOVIE,"A young man’s life is suddenly and inexplicably derailed, as he finds himself at the mercy of automated ‘justice’.",2020,18,['scifi'],7.9,3.593,HBO Max
30 Coins,SHOW,An exiled priest tries to escape his demons while living in a remote village in Spain.,2020,65,"['drama', 'fantasy', 'horror', 'thriller', 'scifi']",7.2,65.916,HBO Max
Let Them All Talk,MOVIE,A famous author goes on a cruise trip with her friends and nephew in an effort to find fun and happiness while she comes to terms with her troubled past.,2020,113,"['comedy', 'drama']",6.1,11.824,HBO Max
All Rise,SHOW,"A look at the personal and professional lives of the judges, lawyers, clerks, bailiffs and cops who work at an L.A. County courthouse.",2019,43,"['crime', 'drama']",6.7,12.258,HBO Max
Tiger,SHOW,"The rise, fall and epic comeback of golf icon Tiger Woods is charted in this two-part documentary. Combining never-before-seen footage with clips from Tiger's indomitable reign on the links and revealing interviews, the film offers a rare glimpse into his unmatched dedication to the sport, which helped skyrocket him to unparalleled heights as both a golf and cultural icon.",2020,90,"['documentation', 'sport']",7.8,1.4,HBO Max
Tower of God,SHOW,"Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours. You can become a god. This is the story of the beginning and the end of Rachel, the girl who climbed the tower so she could see the stars, and Bam, the boy who needed nothing but her.",2020,23,"['scifi', 'action', 'drama', 'fantasy', 'animation']",7.7,35.911,HBO Max
Nancy Drew and the Hidden Staircase,MOVIE,"Nancy Drew, a smart high schooler with a penchant for keen observation and deduction, stumbles upon the haunting of a local home. A bit of an outsider struggling to fit into her new surroundings, Nancy and her pals set out to solve the mystery, make new friends, and establish their place in the community",2019,89,"['comedy', 'animation', 'drama', 'family', 'crime']",5.7,25.043,HBO Max
We Are Who We Are,SHOW,"Two American kids who live on a U.S. military base in Italy explore friendship, first love, identity, and all the messy exhilaration and anguish of being a teenager.",2020,58,['drama'],7.2,31.81,HBO Max
The Third Day,SHOW,"A unique story told over two distinct halves, ""Summer"" follows Sam, a man drawn to a mysterious island off the British coast where he encounters a group of islanders set on preserving their traditions at any cost. ""Winter"" follows Helen, a strong-willed outsider who comes to the island seeking answers, but whose arrival precipitates a fractious battle to decide its fate.",2020,61,"['scifi', 'thriller', 'drama']",6.4,26.239,HBO Max
Mogul Mowgli,MOVIE,"Zed, a young British rapper, is about to start his first world tour, when a crippling illness strikes him down, and he is forced to move back in with his family. He tries to find himself between an international music career and Pakistani family traditions.",2020,89,['drama'],6.6,6.535,HBO Max
Deadwood: The Movie,MOVIE,"Follow the 10-year reunion of the Deadwood camp to celebrate South Dakota's statehood. Former rivalries are reignited, alliances are tested and old wounds are reopened, as all are left to navigate the inevitable changes that modernity and time have wrought.",2019,110,"['western', 'drama']",7.4,12.27,HBO Max
Linda Ronstadt: The Sound of My Voice,MOVIE,"With one of the most memorably stunning voices that has ever hit the airwaves, Linda Ronstadt burst onto the 1960s folk rock music scene in her early twenties.",2019,95,"['music', 'documentation']",8.0,5.835,HBO Max
Industry,SHOW,Young bankers and traders make their way in the financial world in the aftermath of the 2008 collapse.,2020,50,['drama'],7.0,22.492,HBO Max
La Jauría,SHOW,"Blanca, student leader of the feminist movement in an occupied school, goes missing: hours later, a video of a group raping the girl goes viral. In their aim to find her, a police squad formed by three women puts their lives and that of their families at risk. As they look for Blanca and investigate, they will find out that behind this gender crime there is much more than just one offender.",2020,48,"['drama', 'crime', 'thriller']",6.2,43.072,HBO Max
An American Pickle,MOVIE,"An immigrant worker at a pickle factory is accidentally preserved for 100 years and wakes up in modern day Brooklyn. He learns his only surviving relative is his great grandson, a computer coder who he can’t connect with.",2020,89,"['comedy', 'drama']",,12.435,HBO Max
Veneno,SHOW,"Adored for her charisma and her free, explicit and fun way of expressing herself, La Veneno gained popularity thanks to her television appearances in the 90s. However, her life and especially her death remain an enigma.",2020,53,['drama'],,56.855,HBO Max
Unpregnant,MOVIE,"A 17-year old Missouri teen named Veronica discovers she has gotten pregnant, a development that threatens to end her dreams of matriculating at an Ivy League college, and the career that could follow.",2020,104,"['comedy', 'drama']",6.4,11.813,HBO Max
Batman: Hush,MOVIE,"A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman.",2019,82,"['scifi', 'action', 'animation']",,25.816,HBO Max
Beartown,SHOW,Hockey is the last beacon of hope in Beartown and being responsible for it is a heavy burden. The day of the semi-final match is also the catalyst for a violent act that will leave a young girl traumatized and a town in turmoil.,2020,58,"['crime', 'drama', 'thriller']",7.1,3.696,HBO Max
Los Espookys,SHOW,"A group of friends turn their love for horror into a peculiar business, providing horror to those who need it, in a dreamy Latin American country where the strange and eerie are just part of daily life.",2019,28,"['comedy', 'horror', 'fantasy']",7.5,7.516,HBO Max
The New Pope,SHOW,"As Pope Pius XIII hangs between life and death in a coma, charming and sophisticated moderate English aristocrat Sir John Brannox is placed on the papal throne and adopts the name John Paul III. A sequel series to “The Young Pope.”",2020,57,['drama'],8.1,15.62,HBO Max
When You Clean a Stranger's Home,MOVIE,"A cinematic essay where Abby, a first-generation high school student, describes what she and her mom learn about people when cleaning their homes. House decor and items left around convey a privilege that unveils Abby’s imagination, jealousy, and frustrations.",2020,7,['drama'],,1.172,HBO Max
Heaven's Gate: The Cult of Cults,SHOW,"What started in 1975 with the disappearance of 20 people from a small town in Oregon, ended in 1997 with the largest suicide on US soil and changed the face of modern New Age religion forever. This four-part docuseries uses never-before-seen footage and first-person accounts to explore the infamous UFO cult that shocked the nation with their out-of-this-world beliefs.",2020,48,['crime'],,3.319,HBO Max
Legendary,SHOW,"Pulling directly from the underground ballroom community, voguing teams (aka ""houses"") must compete in unbelievable balls and showcase sickening fashion in order to achieve ""legendary"" status.",2020,36,['reality'],7.7,6.546,HBO Max
Fatale,MOVIE,"After a one-night stand, a successful married man finds himself entangled in a cunning police detective's latest investigation.",2020,102,"['thriller', 'crime']",5.4,12.368,HBO Max
Care Bears: Unlock the Magic,SHOW,"A group of lovable, huggable BFFs go on adventures and live that sweet Care Bear life. When a new adventure takes them to a strange new world, the bears have to lean on each other more than ever. Through friendship, courage and a little belly badge magic, the Care Bears continue their mission to spread caring and sharing to the world.",2019,13,"['animation', 'comedy', 'fantasy']",7.3,3.213,HBO Max
Inheritance,MOVIE,"The patriarch of a wealthy and powerful family suddenly passes away, leaving his wife and daughter with a shocking secret inheritance that threatens to unravel and destroy their lives.",2020,111,"['thriller', 'drama']",5.5,24.239,HBO Max
The God of High School,SHOW,"When an island half-disappears from the face of the earth, a mysterious organization sends out invitations for a tournament to every skilled fighter in the world. ""If you win you can have ANYTHING you want,"" they claim. They're recruiting only the best to fight the best and claim the title of The God of High School. Jin Mori, a Taekwondo specialist and a high school student, soon learns that there is something much greater beneath the stage of the tournament.",2020,23,"['scifi', 'sport', 'animation', 'action', 'fantasy']",7.3,53.717,HBO Max
Justice League Dark: Apokolips War,MOVIE,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",2020,90,"['animation', 'action']",,42.434,HBO Max
Scooby-Doo and Guess Who?,SHOW,The Mystery Inc. gang solve bigger mysteries while also encountering many memorable celebrities.,2019,23,"['comedy', 'family', 'fantasy', 'animation']",7.3,32.799,HBO Max
Adventure Time: Distant Lands,SHOW,Adventure Time has a sequel with new adventures around other worlds.,2020,45,"['animation', 'action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi']",8.7,73.1,HBO Max
David Makes Man,SHOW,A young prodigy living in Florida looks for a way out of his poor neighborhood.,2019,43,['drama'],7.1,5.32,HBO Max
Identifying Features,MOVIE,"Magdalena, a mother in search of her missing son, meets Miguel, recently deported from the US and looking for his mother. Together, they make their way through the desolate and unforgiving militia-ridden landscapes south of the border.",2020,95,['drama'],7.4,5.13,HBO Max
Katy Keene,SHOW,A group of aspiring artists living in New York City try to make their dreams come true.,2020,41,"['drama', 'comedy']",6.1,18.655,HBO Max
Dating Amber,MOVIE,"Eddie and Amber decide to stage a relationship in order to stop everyone speculating about their sexuality. Eddie is keen to follow his dad into the military, while Amber dreams of moving to the liberal hub of London. The plan seems solid, but as their arrangement begins to fall apart, Eddie’s denial gets deeper as Amber realizes that a perilous future awaits her best friend unless she intervenes.",2020,92,"['drama', 'romance', 'comedy']",7.0,8.546,HBO Max
The Head,SHOW,Ten scientists trapped in a mobile science laboratory at the South Pole realize that one among them is a killer.,2020,52,['thriller'],,1.4,HBO Max
The Trial of Christine Keeler,SHOW,"Story of Christine Keeler, who found herself at the heart of a political sex scandal that rocked British government in the 1960s.",2019,59,"['drama', 'war']",6.9,8.763,HBO Max
Valley of Tears,SHOW,"On October 6th 1973, the Middle East was shaken by the biggest war it had ever seen. A war that should have been the last one, and that forever changed the region.",2020,42,['war'],,3.71,HBO Max
Promare,MOVIE,"Galo and the Burning Rescue Fire Department face off against BURNISH, a group of mutants who are able to control and wield flames, and the fire disaster they have unleashed on Earth.",2019,111,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller', 'animation']",7.0,28.832,HBO Max
I Hate Suzie,SHOW,"Suzie Pickles, a star on the wane, has her whole life upended when her phone is hacked and a photo of her emerges in an extremely compromising position.",2020,35,"['comedy', 'drama']",6.8,8.793,HBO Max
Steven Universe: The Movie,MOVIE,"Steven thinks his time defending the Earth is over, but when a new threat comes to Beach City, Steven faces his biggest challenge yet.",2019,82,"['animation', 'comedy', 'fantasy', 'scifi', 'family', 'thriller', 'action', 'drama']",7.7,29.457,HBO Max
All My Life,MOVIE,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.",2020,91,"['romance', 'drama']",6.2,13.289,HBO Max
The Bee Gees: How Can You Mend a Broken Heart,MOVIE,"The story of the triumphs and hurdles of brothers Barry, Maurice, and Robin Gibb, otherwise known as the Bee Gees. The iconic trio, who found early fame in the 1960s, went on to write over 1,000 songs and have 20 No. 1 hits throughout their career, transcending more than five decades of changing tastes and styles.",2020,111,"['music', 'documentation']",8.1,7.622,HBO Max
Domino,MOVIE,"Seeking justice for his partner’s murder by an ISIS member, a Copenhagen police officer finds himself caught in a cat and mouse game with a duplicitous CIA agent who is using the killer as a pawn to trap other ISIS members.",2019,89,"['thriller', 'crime', 'action', 'european']",4.5,14.543,HBO Max
Pure,SHOW,"Marnie is not OK. She's had x-rated thoughts for the last 3672 days and she doesn't know why or what they mean. When she jumps on a coach to London, she doesn't know a soul, not even herself, but in the city she will build a new life.",2019,34,"['comedy', 'drama']",7.2,3.847,HBO Max
Superman: Red Son,MOVIE,"Set in the thick of the Cold War, Red Son introduces us to a Superman who landed in the USSR during the 1950s and grows up to become a Soviet symbol that fights for the preservation of Stalin’s brand of communism.",2020,84,"['scifi', 'animation']",,14.462,HBO Max
Euphoria: Trouble Don't Last Always,MOVIE,"After changing her mind to run away with Jules at the train station and relapsing, Rue celebrates Christmas.",2020,57,['drama'],9.0,31.564,HBO Max
In/Spectre,SHOW,"At the young age of 11, Kotoko Iwanaga was abducted by youkai for two weeks and asked to become their ""God of Wisdom,"" a mediator between the spirit and human worlds, to which the girl quickly agreed but at the cost of her right eye and left leg. Now, six years later, whenever youkai wish for their problems to be solved, they make their way to Kotoko for consultation.

Meanwhile, Kurou Sakuragawa, a 22-year-old university student, has just broken up with his girlfriend after he fled alone when the two encountered a kappa. Seeing this as her chance to become closer with him, Kotoko immediately makes her move, hoping to get married to Kurou one day. However, she quickly realizes there is something more to Kurou. With this knowledge, she asks for his help in solving the various issues presented by the supernatural, all the while wishing her newfound partner will eventually reciprocate her feelings.",2020,24,"['scifi', 'romance', 'animation', 'action', 'comedy', 'fantasy']",6.6,19.678,HBO Max
Impractical Jokers: The Movie,MOVIE,The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,2020,92,['comedy'],5.8,9.086,HBO Max
Expecting Amy,SHOW,Behind-the-scenes as Schumer goes through an extraordinarily difficult pregnancy while touring to prepare for a stand-up special.,2020,57,"['comedy', 'documentation']",6.8,0.704,HBO Max
The Dress,MOVIE,"A woman with limited hopes toils in a rundown motel in rural Poland, as a maid. Will the repeated visits of an interesting man, a truck driver, change the loneliness of her situation?",2020,30,['drama'],6.9,0.837,HBO Max
Batman: Death in the Family,MOVIE,Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,2020,31,"['animation', 'action']",5.6,65.387,HBO Max
Sublet,MOVIE,A gay New York Times travel writer comes to Tel Aviv after suffering a tragedy. The energy of the city and his relationship with a younger man brings him back to life.,2020,89,"['drama', 'romance', 'comedy']",6.9,4.173,HBO Max
Keep Your Hands Off Eizouken!,SHOW,A group of strangers come together to work on creating the greatest anime series ever.,2020,25,"['animation', 'comedy', 'drama', 'action']",8.2,18.424,HBO Max
We're Here,SHOW,"Small-town residents from across America are recruited and trained to participate in a one-night-only drag show. In each episode, former RuPaul’s Drag Race contestants Bob the Drag Queen, Eureka O’Hara and Shangela Laquifa Wadley will help prepare their “drag daughters” by teaching them how to step outside of their comfort zones.",2020,59,['reality'],8.2,5.848,HBO Max
I Used to Go Here,MOVIE,"Following the launch of her new novel, 35-year-old writer Kate Conklin is invited to speak at her alma mater by her mentor and former professor. After accepting the invitation, Kate finds herself deeply enmeshed in the lives of an eccentric group of college students.",2020,87,"['drama', 'comedy', 'romance']",5.6,6.762,HBO Max
Success,SHOW,Follow the intertwining stories of four strangers who are bound together by a violent event.,2019,51,"['drama', 'crime']",7.9,5.155,HBO Max
Who Killed Garrett Phillips?,SHOW,"The documentary examines and chronicles the years following the 2011 murder of 12-year-old Garrett Phillips and the subsequent trial of Clarkson University soccer coach Oral ""Nick"" Hillary.",2019,89,['crime'],,1.49,HBO Max
Betty,SHOW,A diverse group of young women navigate their lives through the male-dominated world of skateboarding in New York City. Inspired by the critically acclaimed film Skate Kitchen.,2020,28,"['drama', 'comedy']",6.9,10.809,HBO Max
La Unidad,SHOW,A secret unit of cops is assembled to stop a terrorist band from attacking Spain after their leader is arrested there.,2020,52,"['thriller', 'action', 'crime', 'drama']",7.3,20.047,HBO Max
The Case Against Adnan Syed,SHOW,"Explore the 1999 disappearance and murder of 18-year-old Baltimore County high school student Hae Min Lee, and the subsequent conviction of her ex-boyfriend, Adnan Syed, a case brought to global attention by the hugely popular Serial podcast.",2019,68,"['crime', 'documentation']",6.6,4.363,HBO Max
Half Brothers,MOVIE,"A story about the complex connection with a brother who is based in Mexico, meant to be a metaphor of the relationship between neighboring countries America and Mexico.",2020,96,"['drama', 'comedy']",6.0,9.901,HBO Max
Selena + Chef,SHOW,"Since social distancing at home, Selena Gomez has been spending more time in the kitchen than she ever imagined. But despite her many talents, it remains to be seen if cooking is one of them. In each episode, Selena will be joined remotely by a different master chef.",2020,26,['reality'],8.3,11.315,HBO Max
Diego Maradona,MOVIE,"Constructed from over 500 hours of never-before-seen footage, this documentary centers on the personal life and career of the controversial football player Diego Maradona who played for SSC Napoli and Argentina in the 1980s.",2019,130,"['documentation', 'sport', 'european']",7.7,20.336,HBO Max
Ride Your Wave,MOVIE,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love. Just as they become inseparable, Minato loses his life in an accident at sea. Hinako is so distraught that she can no longer even look at the ocean, but one day she sings a song that reminds her of their time together, and Minato appears in the water. From then on, she can summon him in any watery surface as soon as she sings their song, but can the two really remain together forever? And what is the real reason for Minato's sudden reappearance?",2019,94,"['fantasy', 'comedy', 'drama', 'family', 'romance', 'animation']",6.8,74.166,HBO Max
Hard,SHOW,A recent widow learns her deceased husband was in the porn production business and faces the challenge of saving the company she's inherited.,2020,30,['comedy'],6.4,17.448,HBO Max
The Weight of Gold,MOVIE,"Just like one in five Americans, many Olympic athletes similarly face serious mental health challenges and struggle to find the necessary support and resources. The Weight of Gold seeks to inspire discussion about mental health issues, encourage people to seek help, and highlight the need for readily available support.",2020,60,['documentation'],7.1,4.708,HBO Max
The Immortal,MOVIE,"After reuniting with his first mentor Bruno and receiving his latest mission, an exiled Ciro is left to fearlessly confront whatever comes his way, navigating a new chapter of gang warfare while grappling with devastating memories of loss and trauma. Weaving between his past as an orphan in Naples' cruel underworld and present as a hardened, cunning assassin with nothing left to lose, Ciro is plunged into the cold, dark depths of a world where immortality is just another form of damnation.",2019,115,"['drama', 'crime']",6.8,20.653,HBO Max
Teen Titans Go! vs. Teen Titans,MOVIE,"In Teen Titans Go! vs Teen Titans, the comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",2019,76,"['action', 'animation']",,42.755,HBO Max
A West Wing Special to Benefit When We All Vote,MOVIE,"Taped at Los Angeles’ iconic Orpheum Theatre, this staged presentation of The West Wing’s “Hartsfield’s Landing” episode stars core cast members along with special guest stars. Act Breaks feature commentary from former First Lady Michelle Obama, President Bill Clinton and Lin-Manuel Miranda who share messages about the vital importance of making our voices heard in every election.",2020,64,['drama'],8.4,4.322,HBO Max
The Dog House,SHOW,"Set inside Wood Green, The Animals Charity, where staff are committed to matching their homeless dogs with hopeful dog owners.",2019,45,['reality'],,6.356,HBO Max
gen:LOCK,SHOW,"Fifty years in the future, an oppressive authoritarian force threatens to conquer the world. A daring team is recruited to pilot a new form of weaponized neuroscience that powers devastating mecha, but they must be willing to sacrifice everything to save the world.",2019,26,"['action', 'scifi', 'animation', 'fantasy']",7.3,7.408,HBO Max
Noblesse,SHOW,"Rai wakes up from 820-years long sleep and starts his new life as a student in a high school founded by his loyal servant, Frankenstein. But his peaceful days with other human students are soon interrupted by mysterious attackers known as the ""Unions"".",2020,23,"['comedy', 'action', 'scifi', 'fantasy', 'animation']",7.0,32.147,HBO Max
The Mustang,MOVIE,"While participating in a rehabilitation program training wild mustangs, a convict at first struggles to connect with the horses and his fellow inmates, but he learns to confront his violent past as he soothes an especially feisty horse.",2019,96,"['drama', 'european']",6.9,13.209,HBO Max
John Lewis: Good Trouble,MOVIE,"The film explores Georgia representative's, 60-plus years of social activism and legislative action on civil rights, voting rights, gun control, health care reform, and immigration.",2020,96,['documentation'],7.4,4.69,HBO Max
"Crazy, Not Insane",MOVIE,"Fascinated by the human brain and its capacity for ruthlessness, psychiatrist Dr. Dorothy Otnow Lewis has spent her life investigating the interior lives of violent people. With each case, she came closer to developing a unified field theory of what makes a killer. Along the way - steering away from the conventional wisdom of her colleagues - she explored the world of multiple personality disorder.",2020,117,"['documentation', 'crime']",6.9,7.728,HBO Max
Gary Gulman: The Great Depresh,MOVIE,"In his first HBO comedy special, Gary Gulman offers candid reflections on his struggles with depression through stand-up and short documentary interludes. While speaking to issues of mental health, Gulman also offers his observations on a number of topics, including his admiration for Millennial attitudes toward bullying, the intersection of masculinity and sports, and how his mother's voice is always in his head.",2019,75,"['comedy', 'documentation']",7.6,1.969,HBO Max
Patria,SHOW,"A look at the impact of Spain’s Basque conflict on ordinary people on both sides, such as the widow of a man killed by the ETA who returns to her home village after the 2011 ceasefire between the separatist group and the Spanish government, and her former intimate friend, the mother of a jailed terrorist.",2020,57,['drama'],8.2,24.076,HBO Max
Trigonometry,SHOW,A London couple struggling with an expensive apartment agree to take on a roommate.,2020,44,"['comedy', 'drama', 'romance']",7.1,6.201,HBO Max
Adult Material,SHOW,"Adult drama that delves inside the porn industry from the perspective of poster girl Jolene Dollar, who juggles her on-set persona with motherhood and home life.",2020,49,"['drama', 'comedy']",,13.806,HBO Max
La Afinadora de Árboles,MOVIE,"Clara receives the world prize for children's literature. To find some peace, she moves with her family to the countryside.",2019,101,"['comedy', 'drama']",6.4,1.851,HBO Max
Lego DC Batman: Family Matters,MOVIE,"Suspicion is on high after Batman, Batgirl, Robin and other DC superheroes receive mysterious invitations. However, family values must remain strong when Batman and his team encounter the villainous Red Hood, who is obsessed with destroying the Bat-family and all of Gotham City.",2019,72,"['action', 'animation', 'comedy', 'family', 'scifi']",6.0,14.993,HBO Max
Killerman,MOVIE,"Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money.",2019,112,"['action', 'thriller', 'crime', 'drama']",5.7,13.598,HBO Max
Our Boys,SHOW,Based on the true events which led to the outbreak of war in Gaza 2014.,2019,57,['drama'],7.8,10.079,HBO Max
Home Videos,MOVIE,"Jerrod Carmichael explores aspects of the black experience through interviews with his family. In this special, Carmichael focuses on the strong black women in his life, returning home to North Carolina for informal, intimate conversations with his family and friends, who speak candidly about subjects such as sex, confidence, beauty standards and feminism.",2019,29,['documentation'],,1.036,HBO Max
Mortal Kombat Legends: Scorpion's Revenge,MOVIE,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",2020,80,"['fantasy', 'animation', 'action']",7.4,64.963,HBO Max
Welcome to Chechnya,MOVIE,This searing investigative work shadows a group of activists risking unimaginable peril to confront the ongoing anti-LGBTQ program raging in the repressive and closed Russian republic. Unfettered access and a remarkable approach to protecting anonymity exposes this under-reported atrocity–and an extraordinary group of people confronting evil.,2020,107,['documentation'],7.9,7.253,HBO Max
Laetitia,SHOW,Eighteen-year-old Laetitia has disappeared. Police quickly arrest Tony Meilhon but investigators still can’t find the body. This story follows the repercussions for Laetitia’s family and twin sister Jessica; the police force inner workings and social services; the judicial system and government itself.,2020,45,"['drama', 'crime', 'thriller']",6.9,6.517,HBO Max
El Pionero,SHOW,"Documentary series looks at the life of Spanish politician, football mogul and property tycoon Jesús Gil.",2019,60,['documentation'],7.3,3.336,HBO Max
One Way or Another,SHOW,"Two girls move into a changing Spanish neighborhood and experience the crash between the cool city vibes and the more traditional life they've experienced in their native village through fun, surrealist situations.",2020,30,['comedy'],6.2,15.226,HBO Max
Possessions,SHOW,"A young French woman living in Israel is accused of the murder of her husband on the day of their wedding. As the bride struggles to prove her innocence, mysterious happenings surround her. Is she guilty or could she be the victim?",2020,49,['drama'],,4.654,HBO Max
