title,type,description,release_year,runtime,genres,imdb_score,tmdb_popularity,service
This Is Where I Leave You,MOVIE,"When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.",2014,103,"['drama', 'comedy']",6.6,10.719,HBO Max
Riddick,MOVIE,"Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.",2013,119,"['thriller', 'action', 'scifi']",6.4,43.813,HBO Max
Teen Titans Go!,SHOW,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",2013,12,"['action', 'comedy', 'animation', 'family', 'scifi', 'fantasy', 'crime']",5.3,57.621,HBO Max
Bad Words,MOVIE,"A misanthropic man sets out to exact revenge on his estranged father, by finding a loophole and attempting to win the National Spelling Bee as an adult. Figuring it would destroy his father, and everything he's worked so hard for as head of the Spelling Bee Championship Organization, Guy Trilby eventually discovers winning isn't necessary for revenge, and that friendship is a blessing not a curse.",2013,89,"['comedy', 'drama']",6.6,10.394,HBO Max
The Book Thief,MOVIE,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents.",2013,131,"['drama', 'war']",7.5,19.875,HBO Max
Trance,MOVIE,A violent gang enlists the help of a hypnotherapist in an attempt to locate a painting which somehow vanished in the middle of a heist.,2013,101,"['crime', 'thriller', 'drama']",6.9,13.478,HBO Max
Your Pretty Face Is Going to Hell,SHOW,"A live-action workplace comedy about Gary, an associate demon, as he attempts to capture souls on earth in order to climb the corporate ladder of the underworld. Gary hopes to advance in Hell, but he may be too stupid, lazy and kind-hearted to realize his dreams of promotion. Meanwhile, Gary's intern Claude is more talented, more devious and will do whatever it takes to impress Satan.",2013,11,"['comedy', 'fantasy']",7.8,5.107,HBO Max
20 Feet from Stardom,MOVIE,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.",2013,89,"['music', 'documentation', 'history']",7.4,6.583,HBO Max
Your Lie in April,SHOW,"Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. Can the heartfelt sounds of the girl's violin lead the boy to play the piano again?",2014,22,"['animation', 'music', 'romance', 'drama']",8.5,45.087,HBO Max
RED 2,MOVIE,Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,2013,116,"['thriller', 'crime', 'comedy', 'action']",6.6,37.247,HBO Max
Dracula Untold,MOVIE,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",2014,92,"['drama', 'action', 'fantasy', 'horror', 'war']",6.2,24.661,HBO Max
Ouija,MOVIE,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,2014,89,"['horror', 'thriller']",4.5,33.693,HBO Max
The Internship,MOVIE,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,2013,119,['comedy'],6.3,1.006,HBO Max
Annabelle,MOVIE,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,2014,99,"['horror', 'thriller']",5.4,58.816,HBO Max
Warm Bodies,MOVIE,"After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world.",2013,97,"['horror', 'comedy', 'romance']",6.9,33.855,HBO Max
The Hobbit: The Desolation of Smaug,MOVIE,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013,161,['fantasy'],7.8,84.654,HBO Max
The Great Beauty,MOVIE,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2013,142,"['drama', 'european']",7.7,10.277,HBO Max
Escape Plan,MOVIE,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",2013,115,"['thriller', 'crime', 'scifi', 'action']",6.7,24.882,HBO Max
Inside Amy Schumer,SHOW,"Take a journey into the provocative and hilariously wicked mind of Amy Schumer as she explores topics revolving around sex, relationships, and the general clusterf*ck that is life. Through a series of scripted vignettes, stand-up comedy, and man-on-the street candid interviews, Schumer tackles various themes such as ""Denial,"" ""Getting Your Way,"" and ""Threesomes.""",2013,21,['comedy'],6.0,12.247,HBO Max
300: Rise of an Empire,MOVIE,"Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistokles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",2014,102,"['drama', 'war', 'action', 'fantasy', 'history']",6.2,51.098,HBO Max
Enough Said,MOVIE,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",2013,91,"['drama', 'romance', 'comedy']",7.0,9.787,HBO Max
KILL la KILL,SHOW,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",2013,25,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",7.9,20.572,HBO Max
The Hobbit: The Battle of the Five Armies,MOVIE,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014,144,['fantasy'],7.4,136.442,HBO Max
The Wind Rises,MOVIE,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",2013,126,"['drama', 'animation', 'war', 'history', 'romance']",7.7,35.097,HBO Max
John Dies at the End,MOVIE,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",2013,99,"['horror', 'fantasy', 'scifi', 'comedy']",6.3,10.817,HBO Max
Kick-Ass 2,MOVIE,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",2013,103,"['action', 'comedy', 'crime', 'thriller']",6.5,48.54,HBO Max
Identity Thief,MOVIE,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",2013,107,"['crime', 'comedy', 'drama']",5.7,34.744,HBO Max
Horrible Bosses 2,MOVIE,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",2014,108,"['comedy', 'crime']",6.3,28.23,HBO Max
'71,MOVIE,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,2014,100,"['thriller', 'drama', 'war', 'action', 'crime']",7.2,10.514,HBO Max
R.I.P.D.,MOVIE,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,2013,96,"['fantasy', 'action', 'comedy', 'crime', 'scifi']",5.6,37.732,HBO Max
